patrick vieira	19760623	1.92	82			6665	patrick vieira	
materazzi	19730819	1.93	92			8093	marco materazzi	
m. vucinic	19831001	1.86	62			12343	mirko vucinic	
mathieu flamini	19791002	1.78	183			10551	mathieu flamini	
cristian	19801026	2.02	81			6490	cristian chivu	
marco amelia	19820402	1.83	76			2925	marco amelia	
bosko jankovic	19840301	1.84	79			12336	bosko jankovic	
ronaldinho	19800321	1.82	80			12185	ronaldinho	
f. bolzoni	19890507	1.8	79			11907	francesco bolzoni	
max tonetto	19741118	1.74	97			6245	max tonetto	
alberto paloschi	19900104	1.75	85			5087	alberto paloschi	
philippe senderos	19850214	1.85	82			12407	philippe senderos	
massimo maccarone	19790906	1.8	89			9055	massimo maccarone	
pepe	19830830	1.9				12416	pepe	
stefano	19801002	1.86	87			51	stefano lucchini	
m. sanctis	19770326	1.9	92			1239	morgan de sanctis	
john arne riise	19800924	1.85	77			8548	john arne riise	
montella	19770627	1.72	94			5790	vincenzo montella	
antonio	19820712	1.75	78			6680	antonio cassano	
shevchenko	19711010	1.81	84			12194	andriy shevchenko	
vaio	19760715	1.79	88			8009	marco di vaio	
r. quaresma	19830926	1.73	67			11126	ricardo quaresma	
paul codrea	19810404	1.74	88			4777	paul codrea	
rolando	19830215	1.88	92			1340	rolando bianchi	
olof mellberg	19770903	1.86	81			12234	olof mellberg	
per kroldrup	19790731	1.94	91			12263	per kroldrup	
domizzi	19800628	1.85	85			7168	maurizio domizzi	
sulley ali muntari	19821026	1.79	67			12308	sulley ali muntari	
paolo maldini	19680626	1.86	67			8865	paolo maldini	
daniele de rossi	19830724	1.84	82			3262	daniele de rossi	
pirlo	19790519	1.77	103			1025	andrea pirlo	
alessandro nesta	19760319	1.87	79			7139	alessandro nesta	
massimo	19810326	1.97	75			7575	massimo donati	
thiago motta	19820828	1.87	98			9005	thiago motta	
poulsen	19800228	1.82	59			1188	christian poulsen	
maicon	19810726	1.84	77			12189	maicon	
christian panucci	19730412	1.84	91			5402	christian panucci	
f. totti	19760927	1.8	82			3434	francesco totti	
alberto	19840707	1.84	73			796	alberto aquilani	
wesley sneijder	19840609	1.7	67			1623	wesley sneijder	
ibrahimovic	19811003	1.92	84			12364	zlatan ibrahimovic	
a. nocerino	19850409	1.75	94			1668	antonio nocerino	
kakhaber kaladze	19780227	1.76	91			12195	kakhaber kaladze	
matteo darmian	19871202	1.82	57			5972	matteo darmian	
giorgio chiellini	19840814	1.79	96			9887	giorgio chiellini	
z. grygera	19800514	1.96	78			12319	zdenek grygera	
v. bojinov	19860215	1.78	78			8938	valeri bojinov	
bernardo corradi	19760330	1.9	61			841	bernardo corradi	
costinha	19741201	1.81	92			5589	costinha	
gianluca	19770219	1.81	67			1675	gianluca zambrotta	
cicinho	19800624	1.72	78			12180	cicinho	
domenico criscito	19861230	1.81	77			6681	domenico criscito	
s. inzaghi	19760405	1.83	80			3369	simone inzaghi	
stevan	19891102	1.83	61			12322	stevan jovetic	
felipe melo	19830826	1.83	95			8847	felipe melo	
igor budan	19800422	1.8	76			5467	igor budan	
giuseppe favalli	19720108	1.81	95			11951	giuseppe favalli	
fabio	19730913	1.76	75			9240	fabio cannavaro	
m. borriello	19820618	1.55	73			3352	marco borriello	
guglielmo	19660524	1.9	74			4528	guglielmo stendardo	
joaquin	19840820	1.98	64			12181	joaquin	
marco marchionni	19800722	1.75	66			7319	marco marchionni	
antonio	19771013	1.7	91			2660	antonio di natale	
buffon	19780128	1.80	83			3254	gianluigi buffon	
samuel eto'o	19810310	1.19	75			8580	samuel eto'o	
kaka	19820422	1.93	74			11602	kaka	
sebastien frey	19840306	1.84	78			12266	sebastien frey	
olivier dacourt	19770103	1.78	78			1665	olivier dacourt	
alexsandro de souza	19770531	1.91				12207	alexsandro de souza	
giampaolo pazzini	19840802	1.8	77			6678	giampaolo pazzini	
vincenzo iaquinta	19801209	1.91	84			8982	vincenzo iaquinta	
marco cassetti	19770529	1.87	80			1507	marco cassetti	
alessandro	19741109	1.68	73			12226	alessandro del piero	
christian vieri	19730712	1.87	72			8474	christian vieri	
filippo inzaghi	19730809	1.94	74			3111	filippo inzaghi	
simone	19770917	1.78	72			10207	simone perrotta	
